,Unnamed: 0,Rank,Movie,Studio,Total Gross,All Theaters,Opening Total,Opening Theaters,Open Date,Close Date,Year
22,22,27,Raging Bull,MGM,23334953.00,,"$128,590 ",4,14-Nov,0,1980
23,23,28,Xanadu,Uni.,22762571.00,,"$1,471,595 ",249,8-Aug,0,1980
24,24,29,American Gigolo,Par.,22743674.00,,"$3,559,930 ",570,1-Feb,0,1980
25,25,30,My Bodyguard,Fox,22482952.00,,"$178,641 ",39,11-Jul,0,1980
26,26,31,The Fog,AVCO,21378361.00,,,,1-Feb,0,1980
27,27,32,Fame (1980),MGM,21202829.00,,"$118,160 ",3,16-May,0,1980
28,28,33,Tess,Col.,20093330.00,,,,12-Dec,0,1980
29,29,34,Altered States,WB,19853892.00,,"$174,650 ",3,25-Dec,0,1980
30,30,35,Song of the South (Re-issue) (1980),BV,19800000.00,,,,8-Oct,0,1980
31,31,36,Cruising,MGM,19784223.00,,,,15-Feb,0,1980
32,32,37,The Octagon,AmCi,18971000.00,,,,14-Aug,0,1980
33,33,38,The Aristocats (Re-issue) (1980),BV,18000000.00,,,,19-Dec,0,1980
34,34,39,Honeysuckle Rose,WB,17815212.00,,"$2,189,966 ",826,18-Jul,0,1980
35,35,40,Herbie Goes Bananas,BV,17000000.00,,,,25-Jun,0,1980
36,36,41,Rough Cut,Par.,16656125.00,,,,20-Jun,0,1980
37,37,42,The Final Countdown,MGM,16647800.00,,,,1-Aug,0,1980
38,38,43,The Hunter,Par.,16274150.00,,,,1-Aug,0,1980
39,39,44,Hero at Large,MGM,15934737.00,,"$1,850,725 ",486,8-Feb,0,1980
40,40,45,The Long Riders,UA,15795189.00,,"$2,351,112 ",759,16-May,0,1980
41,41,46,The Island (1980),Uni.,15716828.00,,"$3,123,267 ",584,13-Jun,0,1980
42,42,47,Close Encounters of the Third Kind (Special Edition),Col.,15693175.00,,,,14-Nov,0,1980
43,43,48,First Family,WB,15198912.00,,"$3,635,564 ",563,25-Dec,0,1980
44,44,49,Prom Night,Emb,14796236.00,,,,15-Aug,0,1980
45,45,50,The Nude Bomb,Uni.,14662035.00,,"$3,565,066 ",793,9-May,0,1980
46,46,51,"Oh, God! Book II",WB,14504277.00,,"$3,439,846 ",1033,3-Oct,0,1980
47,47,52,The Competition,Col.,14287755.00,,"$76,163 ",6,3-Dec,0,1980
48,48,53,Wholly Moses,Col.,14155617.00,,"$3,625,280 ",608,13-Jun,0,1980
49,49,54,Mary Poppins (re-issue),BV,14000000.00,,,,23-May,0,1980
50,50,55,Last Married Couple in America,Uni.,12835544.00,,"$2,454,289 ",488,8-Feb,0,1980
51,51,56,Used Cars,Col.,11715321.00,,,,18-Jul,0,1980
52,52,58,The Mirror Crack'd,AFD,11000000.00,,,,19-Dec,0,1980
53,53,57,The Last Flight of Noah's Ark,BV,11000000.00,,,,27-Jul,0,1980
54,54,59,The Fiendish Plot of Dr. Fu Manchu,WB,10697276.00,,"$2,399,109 ",465,8-Aug,0,1980
55,55,60,Stardust Memories,UA,10389003.00,,"$326,779 ",29,26-Sep,0,1980
56,56,61,The Hollywood Knights,Col.,10000000.00,,,,16-May,0,1980
57,57,62,Serial,Par.,9870727.00,,,,28-Mar,0,1980
58,58,63,Somewhere in Time,Uni.,9709597.00,,"$1,203,011 ",369,3-Oct,0,1980
59,59,65,Tribute,Fox,9000000.00,,,,14-Dec,0,1980
60,60,64,Saturn 3,AFD,9000000.00,,,,15-Feb,0,1980
61,61,66,The Formula,MGM,8894289.00,,"$842,985 ",477,19-Dec,0,1980
62,62,67,Mad Max,Film,8750000.00,,,,21-Mar,0,1980
63,63,68,The Big Brawl,WB,8527743.00,,"$1,108,025 ",231,29-Aug,0,1980
64,64,69,The Awakening,WB,8415112.00,,"$2,728,520 ",909,31-Oct,0,1980
65,65,70,Fatso,Fox,7653061.00,,,,1-Feb,0,1980
66,66,72,How to Become a Detective,Film,7500000.00,,,,1-Jun,0,1980
67,67,71,How to Beat the High Cost of Living,Film,7500000.00,,,,1-Jan,0,1980
68,68,73,Foxes,MGM,7470348.00,,"$221,141 ",34,Feb-29,0,1980
69,69,74,The Big Red One,MGM,7206220.00,,,,18-Jul,0,1980
70,70,75,The Stunt Man,Fox,7063886.00,,,,27-Jun,0,1980
71,71,76,Where the Buffalo Roam,Uni.,6659377.00,,"$1,750,593 ",464,25-Apr,0,1980
72,72,77,The Gong Show Movie,Uni.,6621520.00,,"$1,476,425 ",775,23-May,0,1980
73,73,78,Motel Hell,MGM,6342668.00,,"$1,924,776 ",757,24-Oct,0,1980
74,74,79,Little Miss Marker,Uni.,6321392.00,,"$853,173 ",472,21-Mar,0,1980
75,75,80,"Oh, Heavenly Dog!",Fox,6216067.00,,"$323,320 ",114,11-Jul,0,1980
76,76,81,Divine Madness,WB,5318098.00,,"$769,787 ",127,26-Sep,0,1980
77,77,82,In God We Trust,Uni.,5215015.00,,"$2,008,150 ",653,26-Sep,0,1980
78,78,83,He Knows You're Alone,MGM,4875436.00,,"$748,824 ",279,29-Aug,0,1980
79,79,84,Coast to Coast,Par.,4495445.00,,,,3-Oct,0,1980
80,80,85,Willie & Phil,Fox,4400000.00,,,,-,0,1980
81,81,86,Melvin and Howard,Uni.,4309490.00,,,,24-Oct,0,1980
82,82,87,Roadie,MGM,4226370.00,,"$1,002,263 ",549,13-Jun,0,1980
83,83,88,Gloria,Col.,4059673.00,,"$33,767 ",1,1-Oct,0,1980
84,84,89,Jaws 2 (1980 re-issue),Uni.,4028735.00,26,"$1,382,756 ",26,15-Feb,0,1980
85,85,90,Kagemusha,Fox,4000000.00,,,,10-Oct,0,1980
86,86,91,Resurrection,Uni.,3910019.00,,"$308,068 ",417,26-Sep,0,1980
87,87,92,Hide in Plain Sight,MGM,3806930.00,,"$810,109 ",325,21-Mar,0,1980
88,88,93,Guyana: Cult of the Damned,Uni.,3798102.00,748,"$1,668,965 ",748,25-Jan,0,1980
89,89,94,When Time Ran Out,WB,3763988.00,677,"$1,400,994 ",677,28-Mar,0,1980
90,90,95,Heaven's Gate,UA,3484331.00,,,,19-Nov,0,1980
91,91,96,Ffolkes,Uni.,2993772.00,398,"$805,511 ",398,18-Apr,0,1980
92,92,97,Midnight Madness,BV,2900000.00,,,,8-Feb,0,1980
93,93,98,Loving Couples,Fox,2806659.00,,"$1,010,181 ",592,24-Oct,0,1980
94,0,5,Stripes,Col.,85297000.00,,"$6,130,197 ",1074,26-Jun,0,1981
95,1,6,The Cannonball Run,Fox,72179579.00,1692,"$11,765,654 ",1673,19-Jun,0,1981
96,2,7,Chariots of Fire,Col.,58972904.00,810,"$68,907 ",3,25-Sep,0,1981
97,3,8,For Your Eyes Only,MGM,54812802.00,,"$6,834,967 ",952,26-Jun,0,1981
98,4,9,The Four Seasons,Uni.,50427646.00,,"$4,365,643 ",623,22-May,0,1981
99,5,10,Time Bandits,Emb,42365581.00,821,"$6,507,356 ",821,6-Nov,0,1981
100,6,11,Clash of the Titans (1981),MGM,41092328.00,,,,12-Jun,0,1981
101,7,12,Absence of Malice,Col.,40716963.00,994,"$97,667 ",2,20-Nov,0,1981
102,8,13,Reds,Par.,40382659.00,644,"$2,325,029 ",396,4-Dec,0,1981
103,9,14,The Fox and the Hound,BV,39900000.00,,,,10-Jul,0,1981
104,10,15,"Tarzan, the Ape Man",MGM,36565280.00,,,,24-Jul,0,1981
105,11,16,Taps,Fox,35856053.00,792,"$93,005 ",3,9-Dec,0,1981
106,12,17,Sharky's Machine,WB,35610100.00,1388,"$3,022,041 ",1388,18-Dec,0,1981
107,13,18,Excalibur,WB,34967437.00,,"$4,519,706 ",692,10-Apr,0,1981
108,14,19,"History of the World, Part I",Fox,31672907.00,,"$4,792,731 ",484,12-Jun,0,1981
109,15,20,Bustin' Loose,Uni.,31261269.00,,"$6,622,753 ",828,22-May,0,1981
110,16,21,The Great Muppet Caper,Uni.,31206251.00,,"$2,968,990 ",73,26-Jun,0,1981
111,17,22,Endless Love,Uni.,31184024.00,,"$4,163,623 ",574,17-Jul,0,1981
112,18,23,An American Werewolf in London,Uni.,30565292.00,,"$3,786,512 ",870,21-Aug,0,1981
113,19,24,Neighbors (1981),Col.,29916207.00,1387,"$6,481,386 ",1387,18-Dec,0,1981
114,20,25,"Fort Apache, The Bronx",Fox,29200000.00,,,,6-Feb,0,1981
115,21,26,Cinderella (1981 re-issue),BV,28040000.00,,"$1,300,000 ",560,18-Dec,0,1981
116,22,27,The French Lieutenant's Woman,MGM,26890068.00,,,,18-Sep,0,1981
117,23,28,Private Lessons,JenF,26279000.00,224,"$1,056,158 ",179,28-Aug,0,1981
118,24,29,Modern Problems,Fox,26154211.00,1119,,1111,25-Dec,0,1981
119,25,30,Halloween II,Uni.,25533818.00,,"$7,446,508 ",1211,30-Oct,0,1981
120,26,31,Only When I Laugh,Col.,25524778.00,,,,23-Sep,0,1981
121,27,32,Escape from New York,Emb,25244626.00,,,,10-Jul,0,1981
122,28,33,Body Heat,WB,24058838.00,,"$564,593 ",34,28-Aug,0,1981
123,29,34,Ghost Story,Uni.,23371905.00,600,"$2,105,729 ",548,16-Dec,0,1981
124,30,35,Friday the 13th Part 2,Par.,21722776.00,,"$6,429,784 ",1350,30-Apr,0,1981
125,31,36,The Final Conflict: Omen III,Fox,20471382.00,,"$5,571,675 ",918,20-Mar,0,1981
126,32,37,The Incredible Shrinking Woman,Uni.,20259961.00,,"$4,279,264 ",789,30-Jan,0,1981
127,33,38,Mommie Dearest,Par.,19032261.00,,,,18-Sep,0,1981
128,34,39,Paternity,Par.,18838812.00,,,,2-Oct,0,1981
129,35,40,Under the Rainbow,WB,18826490.00,,"$2,297,493 ",488,31-Jul,0,1981
130,36,41,The Howling,Emb,17985893.00,,,,10-Apr,0,1981
131,37,42,Eye of the Needle,MGM,17583634.00,,,,24-Jul,0,1981
132,38,43,Take This Job and Shove It,Emb,17569027.00,,,,15-May,0,1981
133,39,44,Outland,WB,17374595.00,,"$3,059,638 ",331,22-May,0,1981
134,40,45,The Devil and Max Devlin,BV,16000000.00,,,,6-Feb,0,1981
135,41,46,Caveman,MGM,15965924.00,,,,17-Apr,0,1981
136,42,47,Continental Divide,Uni.,15578237.00,,"$3,218,347 ",864,18-Sep,0,1981
137,43,48,The Night the Lights Went Out in Georgia,AVCO,14923752.00,,,,7-Aug,0,1981
138,44,49,Nighthawks,Uni.,14905359.00,,"$2,525,360 ",659,10-Apr,0,1981
139,45,50,S.O.B.,Par.,14867086.00,,,,1-Jul,0,1981
140,46,51,Rich and Famous,MGM,14492125.00,,,,9-Oct,0,1981
141,47,52,Scanners (1981),Emb,14225876.00,,,,14-Jan,0,1981
142,48,53,Dragonslayer,Par.,14110013.00,,"$2,407,939 ",868,26-Jun,0,1981
143,49,54,True Confessions,MGM,12850276.00,,,,25-Sep,0,1981
144,50,55,Atlantic City,Par.,12729675.00,,,,3-Apr,0,1981
145,51,56,The Legend of the Lone Ranger,Uni.,12617845.00,,"$2,945,600 ",1018,22-May,0,1981
146,52,57,First Monday in October,Par.,12480249.00,,,,21-Aug,0,1981
147,53,58,The Postman Always Rings Twice,Par.,12376625.00,,,,20-Mar,0,1981
148,54,60,Comin' at Ya!,Film,12000000.00,,,,Jan,0,1981
149,55,59,Blow Out,Film,12000000.00,,,,24-Jul,0,1981
150,56,61,Back Roads,WB,11809387.00,,"$3,046,339 ",805,13-Mar,0,1981
151,57,62,Thief,MGM,11492915.00,,,,27-Mar,0,1981
152,58,63,Ragtime,Par.,11099118.00,447,"$151,351 ",5,20-Nov,0,1981
153,59,64,Victory,Par.,10853418.00,,,,31-Jul,0,1981
154,60,65,Rollover,WB,10851261.00,755,"$2,260,689 ",755,11-Dec,0,1981
155,61,66,Wolfen,WB,10626725.00,,"$3,037,911 ",967,24-Jul,0,1981
156,62,67,Carbon Copy,Emb,9566593.00,,,,25-Sep,0,1981
157,63,68,Pennies From Heaven,MGM,9171289.00,,"$520,000 ",315,11-Dec,0,1981
158,64,69,Deadly Blessing,MGM,8279042.00,,,,14-Aug,0,1981
159,65,70,"Whose Life Is It, Anyway?",MGM,8206145.00,615,"$1,348,576 ",615,2-Dec,0,1981
160,66,71,Prince of the City,WB,8124257.00,,"$64,713 ",3,19-Aug,0,1981
161,67,72,The Funhouse,Uni.,7886857.00,,"$2,765,456 ",814,13-Mar,0,1981
162,68,73,Buddy Buddy,MGM,7258543.00,248,"$189,000 ",248,11-Dec,0,1981
163,69,74,La Cage aux Folles 2,MGM,6950125.00,,,,15-Feb,0,1981
164,70,75,All the Marbles,MGM,6468195.00,,,,16-Oct,0,1981
165,71,76,Eyewitness,Fox,6400000.00,,,,13-Feb,0,1981
166,72,77,Gallipoli,Par.,5732587.00,,,,28-Aug,0,1981
167,73,78,My Bloody Valentine (1981),Par.,5672031.00,,,,11-Feb,0,1981
168,74,79,Going Ape!,Par.,5504218.00,,,,10-Apr,0,1981
169,75,80,The Dogs of War,MGM,5484132.00,,,,13-Feb,0,1981
170,76,81,Student Bodies,Par.,5165432.00,,"$1,582,148 ",628,7-Aug,0,1981
171,77,82,The Watcher in the Woods,BV,5000000.00,,,,7-Oct,0,1981
172,78,83,All Night Long,Uni.,4454295.00,,"$1,392,852 ",362,6-Mar,0,1981
173,79,84,The Pursuit of D.B. Cooper,Uni.,3702028.00,,"$1,214,767 ",867,13-Nov,0,1981
174,80,85,Zoot Suit,Uni.,3256082.00,,"$63,356 ",57,2-Oct,0,1981
175,81,86,The Fan (1981),Par.,3082096.00,,,,15-May,0,1981
176,82,87,The Last Metro,MGM,3007436.00,,,,13-Feb,0,1981
177,83,88,Gas,Par.,2869425.00,,,,23-Jul,0,1981
178,84,89,Modern Romance,Col.,2863642.00,,"$18,225 ",1,13-Mar,0,1981
179,85,90,The Hand,WB,2447576.00,,"$566,736 ",183,24-Apr,0,1981
180,86,91,Heartbeeps,Uni.,2154696.00,,"$407,464 ",493,18-Dec,0,1981
181,87,92,This Is Elvis,WB,2028612.00,,"$429,146 ",309,10-Apr,0,1981
182,88,93,Sphinx,WB,2022771.00,,"$439,564 ",214,13-Feb,0,1981
183,89,94,Honky Tonk Freeway,Uni.,2004742.00,,"$939,423 ",629,21-Aug,0,1981
184,90,95,Raggedy Man,Uni.,1976198.00,,"$287,081 ",199,18-Sep,0,1981
185,91,96,King of the Mountain,Uni.,1791147.00,,"$958,637 ",703,1-May,0,1981
186,92,97,Cutter's Way,MGM,1729274.00,,,,20-Mar,0,1981
187,93,98,Silence of the North,Uni.,1622898.00,,"$344,837 ",272,23-Oct,0,1981
188,0,5,Porky's,Fox,105492483.00,1605,"$7,623,988 ",1148,19-Mar,0,1982
189,1,6,Star Trek II: The Wrath of Khan,Par.,78912963.00,1621,"$14,347,221 ",1621,4-Jun,0,1982
190,2,7,48 HRS.,Par.,78868508.00,1050,"$4,369,868 ",850,10-Dec,0,1982
191,3,8,Poltergeist,MGM,76606280.00,1060,"$6,896,612 ",890,4-Jun,0,1982
192,4,9,The Best Little Whorehouse in Texas,Uni.,69701637.00,1435,"$11,874,268 ",1400,23-Jul,0,1982
193,5,10,Annie,Col.,57059003.00,1102,"$510,632 ",14,21-May,0,1982
194,6,11,The Verdict,Fox,53977250.00,904,"$100,982 ",3,10-Dec,0,1982
195,7,12,Gandhi,Col.,52767889.00,825,"$131,153 ",4,10-Dec,0,1982
196,8,13,First Blood,Orion,47212904.00,1054,"$6,642,005 ",901,22-Oct,0,1982
197,9,14,The Toy,Col.,47118057.00,1542,"$6,322,804 ",1381,10-Dec,0,1982
198,10,15,Firefox,WB,46708276.00,1304,"$8,152,948 ",881,18-Jun,0,1982
199,11,16,The Dark Crystal,Uni.,40577001.00,1052,"$4,657,335 ",858,17-Dec,0,1982
200,12,17,Conan the Barbarian,Uni.,39565475.00,1683,"$9,603,139 ",1395,14-May,0,1982
201,13,18,The Sword and the Sorcerer,Gr1,39103425.00,660,"$1,798,879 ",233,23-Apr,0,1982
202,14,19,Best Friends,WB,36821203.00,1080,"$4,022,891 ",1062,17-Dec,0,1982
203,15,20,Richard Pryor: Live on the Sunset Strip,Col.,36299720.00,1277,"$7,780,693 ",1277,12-Mar,0,1982
204,16,21,Friday the 13th Part III,Par.,34581519.00,1079,"$9,406,522 ",1079,13-Aug,0,1982
205,17,22,Tron,BV,33000000.00,1112,"$4,761,795 ",1091,9-Jul,0,1982
206,18,23,Young Doctors in Love,Fox,30688860.00,796,"$4,206,265 ",709,16-Jul,0,1982
207,19,24,Sophie's Choice,Uni.,30036000.00,548,"$202,131 ",9,10-Dec,0,1982
208,20,25,The World According to Garp,WB,29712172.00,560,"$2,902,088 ",357,23-Jul,0,1982
209,21,26,Victor/Victoria,MGM,28215453.00,615,"$139,634 ",3,19-Mar,0,1982
210,22,27,Blade Runner,WB,27580111.00,1325,"$6,150,002 ",1295,25-Jun,0,1982
211,23,28,Airplane II: The Sequel,Par.,27150534.00,1300,"$5,329,208 ",1150,10-Dec,0,1982
212,24,29,Fast Times at Ridgemont High,Uni.,27092880.00,713,"$2,545,674 ",498,13-Aug,0,1982
213,25,30,Some Kind of Hero,Par.,23671186.00,975,"$5,631,293 ",975,2-Apr,0,1982
214,26,31,The Road Warrior,WB,23667907.00,708,"$2,527,864 ",704,21-May,0,1982
215,27,32,Bambi (Re-issue) (1982),BV,23000000.00,750,,,4-Jun,0,1982
216,28,33,Pink Floyd: The Wall,MGM,22244207.00,673,"$2,712,095 ",653,13-Aug,0,1982
217,29,34,Raiders of the Lost Ark (Re-issue) (1982),Par.,21437879.00,1330,"$4,347,101 ",1330,16-Jul,0,1982
218,30,35,Things Are Tough All Over,Col.,21134374.00,1516,"$5,906,708 ",1516,6-Aug,0,1982
219,31,36,Night Shift,WB,21095638.00,683,"$2,539,633 ",683,30-Jul,0,1982
220,32,37,Creepshow,WB,21028755.00,1132,"$5,870,889 ",1127,12-Nov,0,1982
221,33,38,Quest for Fire,Fox,20959585.00,426,"$2,171,303 ",223,12-Feb,0,1982
222,34,39,The Man From Snowy River,Fox,20659423.00,517,"$694,126 ",158,5-Nov,0,1982
223,35,40,Six Pack,Fox,20225989.00,783,"$1,946,418 ",504,16-Jul,0,1982
224,36,41,My Favorite Year,MGM,20123620.00,720,"$2,400,696 ",714,8-Oct,0,1982
225,37,42,The Thing (1982),Uni.,19629760.00,910,"$3,107,897 ",840,25-Jun,0,1982
226,38,43,Deathtrap,WB,19282134.00,603,"$2,238,977 ",341,19-Mar,0,1982
227,39,44,Dead Men Don't Wear Plaid,Uni.,18196170.00,906,"$4,289,601 ",882,21-May,0,1982
228,40,45,Peter Pan (Re-issue) (1982),BV,17200000.00,800,"$957,256 ",465,17-Dec,0,1982
229,41,46,Zapped!,Emb,16897768.00,777,"$823,548 ",200,23-Jul,0,1982
230,42,47,They Call Me Bruce,FVI,16894678.00,324,"$1,071,345 ",165,12-Nov,0,1982
231,43,48,Death Wish II,Film,16100000.00,377,"$1,871,487 ",377,19-Feb,0,1982
232,44,49,Kiss Me Goodbye,Fox,15782759.00,803,"$1,345,672 ",783,24-Dec,0,1982
233,45,50,Star Wars (Re-issue),Fox,15476285.00,1070,"$3,766,803 ",1070,13-Aug,0,1982
234,46,51,Grease 2,Par.,15171476.00,1250,"$4,645,411 ",1250,11-Jun,0,1982
235,47,52,The Secret of NIMH,MGM,14665733.00,700,"$386,530 ",88,2-Jul,0,1982
236,48,53,Halloween III: Season of the Witch,Uni.,14400000.00,1328,"$6,333,259 ",1297,22-Oct,0,1982
237,49,54,Diner,MGM,14099953.00,30,"$218,221 ",21,5-Mar,0,1982
238,50,55,The Beastmaster,MGM,14056528.00,1061,"$2,955,641 ",1013,20-Aug,0,1982
239,51,56,Missing,Uni.,14000000.00,733,"$2,300,000 ",733,12-Feb,0,1982
240,52,57,The Empire Strikes Back (Re-issue),Fox,13276241.00,1006,"$3,949,478 ",992,19-Nov,0,1982
241,53,58,Visiting Hours,Fox,13258670.00,1176,"$5,250,157 ",1176,28-May,0,1982
242,54,59,Vice Squad,Emb,13253583.00,510,"$1,717,205 ",510,22-Jan,0,1982
243,55,60,Author! Author!,Fox,13111101.00,508,"$2,279,260 ",504,18-Jun,0,1982
244,56,61,Amityville II: The Possession,Orion,12534817.00,1200,"$4,104,277 ",1200,24-Sep,0,1982
245,57,62,Monsignor,Fox,12408066.00,885,"$3,631,834 ",857,22-Oct,0,1982
246,58,63,Making Love,Fox,11897978.00,380,"$3,015,497 ",363,12-Feb,0,1982
247,59,64,The Seduction,Emb,11378339.00,597,"$1,503,543 ",597,22-Jan,0,1982
248,60,65,Das Boot,Col.,10915250.00,2,"$26,994 ",2,10-Feb,0,1982
249,61,66,Silent Rage,Col.,10490791.00,1458,"$3,693,117 ",1458,2-Apr,0,1982
250,62,67,Savannah Smiles,Emb,10413170.00,,,,10-Dec,0,1982
251,63,68,National Lampoon's Class Reunion,Fox,10054150.00,1125,"$3,086,525 ",1121,29-Oct,0,1982
252,64,69,Hanky Panky,Col.,9823934.00,1238,"$3,597,244 ",1238,4-Jun,0,1982
253,65,70,Shoot the Moon,MGM,9217530.00,585,"$1,870,000 ",585,22-Jan,0,1982
254,66,71,A Midsummer Night's Sex Comedy,WB,9077269.00,501,"$2,514,478 ",501,16-Jul,0,1982
255,67,72,Trail of the Pink Panther,MGM,9056073.00,806,"$1,341,695 ",806,17-Dec,0,1982
256,68,73,If You Could See What I Hear,JenF,8693512.00,558,"$2,408,000 ",524,23-Apr,0,1982
257,69,74,Night Crossing,BV,8000000.00,640,"$1,547,912 ",640,5-Feb,0,1982
258,70,75,The Pirate Movie,Fox,7983086.00,757,"$2,528,133 ",757,6-Aug,0,1982
259,71,76,The Beast Within,MGM,7742572.00,550,"$1,250,000 ",550,12-Feb,0,1982
260,72,77,Tex,BV,7400000.00,,,,30-Jul,0,1982
261,73,78,The Missionary,Col.,7241180.00,532,"$1,864,852 ",532,5-Nov,0,1982
262,74,79,Cat People,Uni.,7000000.00,600,"$1,617,636 ",600,2-Apr,0,1982
263,75,80,I Ought to Be in Pictures,Fox,6968359.00,662,"$2,170,397 ",662,26-Mar,0,1982
264,76,81,The Amateur,Fox,6892098.00,437,"$1,052,963 ",437,12-Feb,0,1982
265,77,82,Six Weeks,Uni.,6668025.00,613,"$978,541 ",613,17-Dec,0,1982
266,78,83,Forced Vengeance,MGM,6660333.00,576,"$1,109,011 ",576,30-Jul,0,1982
267,79,84,The Last Unicorn,JenF,6455330.00,690,"$2,250,000 ",648,19-Nov,0,1982
268,80,85,The Soldier,Emb,6328816.00,488,"$2,025,614 ",488,13-Aug,0,1982
269,81,86,The Border,Uni.,6118683.00,888,"$516,014 ",84,29-Jan,0,1982
270,82,87,Evil Under the Sun,Uni.,6110000.00,609,"$1,690,774 ",609,5-Mar,0,1982
271,83,88,Partners,Par.,6062898.00,877,"$2,318,801 ",877,30-Apr,0,1982
272,84,89,Still of the Night,MGM,5979947.00,,,,19-Nov,0,1982
273,85,90,The Last American Virgin,Can.,5829781.00,158,"$527,198 ",158,6-Aug,0,1982
274,86,91,Megaforce,Fox,5675599.00,1193,"$2,350,021 ",1193,25-Jun,0,1982
275,87,92,Personal Best,WB,5672311.00,236,"$549,878 ",142,5-Feb,0,1982
276,88,93,Paradise,Emb,5588800.00,1147,"$2,815,503 ",1147,7-May,0,1982
277,89,94,Cannery Row,MGM,5301539.00,700,"$1,500,000 ",700,12-Feb,0,1982
278,90,95,Venom,Par.,5229643.00,900,"$1,672,747 ",900,29-Jan,0,1982
279,91,96,Inchon,MGM,5200986.00,1291,"$2,326,112 ",1291,17-Sep,0,1982
280,92,97,Heidi's Song,Par.,5124391.00,982,"$1,416,713 ",982,19-Nov,0,1982
281,93,98,Tempest,Col.,5005245.00,659,"$80,492 ",4,3-Sep,0,1982
282,0,5,WarGames,MGM,79567667.00,977,"$6,227,804 ",843,3-Jun,0,1983
283,1,6,Octopussy,MGM,67893619.00,1339,"$8,902,564 ",1311,10-Jun,0,1983
284,2,7,Sudden Impact,WB,67642693.00,1602,"$9,688,561 ",1530,9-Dec,0,1983
285,3,8,Staying Alive,Par.,64892670.00,1747,"$12,146,143 ",1660,15-Jul,0,1983
286,4,9,Mr. Mom,Fox,64783827.00,1362,"$947,197 ",126,22-Jul,0,1983
287,5,10,Risky Business,WB,63541777.00,1137,"$4,275,327 ",670,5-Aug,0,1983
288,6,11,National Lampoon's Vacation,WB,61399552.00,1253,"$8,333,358 ",1175,29-Jul,0,1983
289,7,12,Superman III,WB,59950623.00,1763,"$13,352,357 ",1759,17-Jun,0,1983
290,8,13,The Big Chill,Col.,56342711.00,832,"$3,662,152 ",722,30-Sep,0,1983
291,9,14,Never Say Never Again,WB,55432841.00,1560,"$10,958,157 ",1550,7-Oct,0,1983
292,10,15,Jaws 3-D,Uni.,45517055.00,1311,"$13,422,500 ",1300,22-Jul,0,1983
293,11,16,Scarface (1983),Uni.,44668798.00,1008,"$4,597,536 ",996,9-Dec,0,1983
294,12,17,Blue Thunder,Col.,42313354.00,1555,"$8,258,149 ",1539,13-May,0,1983
295,13,18,Yentl,MGM,40218899.00,747,"$3,050,219 ",501,18-Nov,0,1983
296,14,19,Silkwood,Fox,35615609.00,843,"$1,218,322 ",257,16-Dec,0,1983
297,15,20,Psycho II,Uni.,34725000.00,1488,"$8,310,244 ",1448,3-Jun,0,1983
298,16,21,Porky's II: The Next Day,Fox,33759266.00,1564,"$7,054,988 ",1511,24-Jun,0,1983
299,17,22,Uncommon Valor,Par.,30503151.00,1076,"$3,144,367 ",989,16-Dec,0,1983
300,18,23,Snow White and the Seven Dwarfs (Re-issue) (1983),BV,30100000.00,1362,"$6,017,914 ",1362,15-Jul,0,1983
301,19,24,Never Cry Wolf,BV,29600000.00,540,"$1,116,437 ",88,7-Oct,0,1983
302,20,25,Twilight Zone: The Movie,WB,29450919.00,1288,"$6,614,366 ",1275,24-Jun,0,1983
303,21,26,Easy Money,Orion,29309766.00,1171,"$5,844,974 ",1130,19-Aug,0,1983
304,22,27,High Road to China,WB,28445927.00,1508,"$6,156,049 ",1508,18-Mar,0,1983
305,23,28,The Outsiders,WB,25697647.00,1002,"$5,068,165 ",829,25-Mar,0,1983
306,24,29,Spring Break,Col.,24071666.00,1531,"$5,908,574 ",1493,25-Mar,0,1983
307,25,30,Two of a Kind,Fox,23646952.00,1278,"$3,344,942 ",1244,16-Dec,0,1983
308,26,31,My Tutor,Crwn,22587834.00,500,"$435,188 ",96,4-Mar,0,1983
309,27,32,Class,Orion,21667789.00,844,"$4,553,233 ",839,22-Jul,0,1983
310,28,33,The Right Stuff,WB,21192102.00,627,"$1,601,167 ",229,21-Oct,0,1983
311,29,34,Cujo,WB,21156152.00,1293,"$6,114,899 ",1239,12-Aug,0,1983
312,30,35,Christine,Col.,21017849.00,1101,"$3,408,904 ",1045,9-Dec,0,1983
313,31,36,The Rescuers (Re-issue),BV,21000000.00,1040,"$2,111,582 ",862,16-Dec,0,1983
314,32,37,The Dead Zone,Par.,20766616.00,1293,"$4,556,083 ",1293,21-Oct,0,1983
315,33,38,Breathless,Orion,19910002.00,1166,"$4,384,369 ",1161,13-May,0,1983
316,34,39,A Christmas Story,MGM,19294144.00,938,"$2,072,473 ",886,18-Nov,0,1983
317,35,40,Max Dugan Returns,Fox,17613720.00,801,"$2,791,002 ",790,25-Mar,0,1983
318,36,41,Valley Girl,Atl,17343596.00,442,"$1,856,780 ",442,29-Apr,0,1983
319,37,42,All the Right Moves,Fox,17233166.00,909,"$1,625,486 ",442,21-Oct,0,1983
320,38,43,Krull,Col.,16519460.00,1289,"$5,469,415 ",1281,29-Jul,0,1983
321,39,44,Spacehunter: Adventures in the Forbidden Zone,Col.,16478265.00,1344,"$7,053,016 ",1338,20-May,0,1983
