,Year,HHI
0,2016,1261.1603600126743
1,1999,1143.2667057786853
2,2000,977.049703193544
3,2001,1069.6114259154815
4,2002,924.6445020300813
5,2003,1075.7005711827371
6,2004,1083.808599589654
7,2005,984.6766481871222
8,2006,1290.5511665276936
9,2007,1177.562933276443
10,2008,1127.9627405789977
11,2009,1309.7422182538587
12,2010,1341.6157901177905
13,2011,1262.4669202496198
14,2012,1147.4839744055687
15,2013,1155.7619240778772
16,2014,1328.7257585943232
17,2015,1303.7607536775413
